shipment_id,order_id,carrier_id,lane_id,promised_delivery_ts,actual_delivery_ts,shipping_cost,late_penalty_cost,on_time_flag
SHP-004383,ORD-004383,CR-REG,LN-020,2024-09-06T13:10:00,2024-09-07T03:40:55,17.17,7.12,0
SHP-004384,ORD-004384,CR-REG,LN-003,2024-09-26T18:28:00,2024-09-30T07:31:18,18.77,17.4,0
SHP-004385,ORD-004385,CR-STD,LN-008,2025-11-26T22:00:00,2025-11-29T14:07:13,17.17,14.35,0
SHP-004386,ORD-004386,CR-ECO,LN-010,2024-07-30T11:07:00,2024-08-03T06:53:56,11.11,18.38,0
SHP-004387,ORD-004387,CR-EXP,LN-023,2025-07-06T01:33:00,2025-07-08T16:46:44,27.07,14.22,0
SHP-004388,ORD-004388,CR-ECO,LN-010,2024-05-04T07:12:00,2024-05-08T13:10:04,9.4,19.87,0
SHP-004389,ORD-004389,CR-EXP,LN-001,2024-04-01T14:54:00,2024-04-01T19:40:53,24.33,5.7,0
SHP-004390,ORD-004390,CR-EXP,LN-024,2025-08-14T11:32:00,2025-08-17T04:28:57,24.96,14.47,0
SHP-004391,ORD-004391,CR-REG,LN-010,2025-05-09T04:43:00,2025-05-13T01:44:41,19.41,18.57,0
SHP-004392,ORD-004392,CR-REG,LN-011,2025-11-30T17:35:00,2025-12-02T01:20:57,15.93,9.63,0
SHP-004393,ORD-004393,CR-EXP,LN-021,2025-11-25T12:07:00,2025-11-28T02:06:04,28.13,14.04,0
SHP-004394,ORD-004394,CR-EXP,LN-022,2025-11-29T18:39:00,2025-12-01T09:44:40,21.59,10.7,0
SHP-004395,ORD-004395,CR-EXP,LN-021,2025-08-04T06:29:00,2025-08-06T16:38:39,27.75,13.48,0
SHP-004396,ORD-004396,CR-ECO,LN-025,2024-07-30T14:46:00,2024-07-25T19:51:47,8.46,0.0,1
SHP-004397,ORD-004397,CR-ECO,LN-008,2024-04-12T20:53:00,2024-04-15T12:27:55,9.93,14.27,0
SHP-004398,ORD-004398,CR-STD,LN-022,2025-09-26T08:05:00,2025-09-26T03:06:33,16.01,0.0,1
SHP-004399,ORD-004399,CR-EXP,LN-018,2025-06-16T11:00:00,2025-06-19T16:42:12,24.04,16.33,0
SHP-004400,ORD-004400,CR-STD,LN-023,2024-07-13T23:55:00,2024-07-15T01:14:51,11.81,8.69,0
SHP-004401,ORD-004401,CR-EXP,LN-004,2024-01-20T14:38:00,2024-01-23T06:05:58,25.83,14.26,0
SHP-004402,ORD-004402,CR-ECO,LN-017,2024-08-24T09:24:00,2024-08-25T08:55:03,10.74,8.43,0
SHP-004403,ORD-004403,CR-EXP,LN-009,2025-11-29T21:00:00,2025-12-03T00:22:48,26.22,15.99,0
SHP-004404,ORD-004404,CR-STD,LN-008,2024-06-17T14:01:00,2024-06-17T23:12:10,14.12,6.34,0
SHP-004405,ORD-004405,CR-ECO,LN-002,2025-05-09T10:58:00,2025-05-12T18:06:11,13.94,16.54,0
SHP-004406,ORD-004406,CR-ECO,LN-025,2025-01-03T10:24:00,2024-12-29T11:26:11,8.48,0.0,1
SHP-004407,ORD-004407,CR-ECO,LN-004,2024-09-21T12:29:00,2024-09-24T02:20:44,8.58,14.02,0
SHP-004408,ORD-004408,CR-STD,LN-017,2025-11-07T15:00:00,2025-11-08T06:58:53,16.03,7.33,0
SHP-004409,ORD-004409,CR-EXP,LN-025,2025-05-19T07:55:00,2025-05-18T21:05:50,21.11,0.0,1
SHP-004410,ORD-004410,CR-REG,LN-008,2024-09-17T16:58:00,2024-09-20T07:12:12,19.11,14.08,0
SHP-004411,ORD-004411,CR-STD,LN-001,2025-01-05T18:17:00,2025-01-02T21:26:40,12.74,0.0,1
SHP-004412,ORD-004412,CR-STD,LN-009,2024-12-19T09:18:00,2024-12-19T13:46:20,17.16,5.65,0
SHP-004413,ORD-004413,CR-EXP,LN-016,2025-01-27T22:54:00,2025-01-29T08:29:26,25.82,9.9,0
SHP-004414,ORD-004414,CR-EXP,LN-024,2025-02-27T01:56:00,2025-03-02T04:31:09,24.39,15.88,0
SHP-004415,ORD-004415,CR-ECO,LN-007,2025-03-20T17:25:00,2025-03-14T19:00:16,9.48,0.0,1
SHP-004416,ORD-004416,CR-REG,LN-011,2024-06-24T17:58:00,2024-06-25T07:36:01,13.76,6.99,0
SHP-004417,ORD-004417,CR-REG,LN-008,2024-11-22T16:19:00,2024-11-24T15:23:54,15.14,11.87,0
SHP-004418,ORD-004418,CR-EXP,LN-023,2025-05-29T21:55:00,2025-05-31T13:09:38,24.9,10.72,0
SHP-004419,ORD-004419,CR-EXP,LN-004,2024-05-29T13:22:00,2024-05-31T00:31:38,24.69,10.13,0
SHP-004420,ORD-004420,CR-ECO,LN-003,2024-10-05T00:30:00,2024-10-09T13:15:13,11.87,20.86,0
SHP-004421,ORD-004421,CR-STD,LN-011,2025-02-04T22:06:00,2025-02-04T11:05:58,15.41,0.0,1
SHP-004422,ORD-004422,CR-ECO,LN-019,2024-02-22T05:29:00,2024-02-17T05:22:50,6.21,0.0,1
SHP-004423,ORD-004423,CR-EXP,LN-012,2024-02-01T01:32:00,2024-02-05T21:19:12,24.58,21.89,0
SHP-004424,ORD-004424,CR-REG,LN-008,2025-03-11T07:38:00,2025-03-14T14:54:23,19.41,16.56,0
SHP-004425,ORD-004425,CR-EXP,LN-001,2025-07-28T06:22:00,2025-07-28T10:23:57,20.6,5.59,0
SHP-004426,ORD-004426,CR-REG,LN-016,2024-11-18T20:06:00,2024-11-19T16:50:17,15.61,8.02,0
SHP-004427,ORD-004427,CR-REG,LN-004,2025-12-23T22:19:00,2025-12-24T22:00:48,14.19,8.46,0
SHP-004428,ORD-004428,CR-EXP,LN-022,2024-05-09T10:35:00,2024-05-10T10:23:53,22.5,8.47,0
SHP-004429,ORD-004429,CR-EXP,LN-015,2024-02-22T16:54:00,2024-02-24T21:36:06,23.22,12.69,0
SHP-004430,ORD-004430,CR-STD,LN-009,2025-11-13T08:44:00,2025-11-13T13:12:12,18.3,5.65,0
SHP-004431,ORD-004431,CR-EXP,LN-001,2025-08-23T01:58:00,2025-08-22T21:37:36,20.73,0.0,1
SHP-004432,ORD-004432,CR-ECO,LN-020,2025-07-12T13:48:00,2025-07-11T14:46:14,9.45,0.0,1
SHP-004433,ORD-004433,CR-ECO,LN-020,2025-11-04T02:34:00,2025-11-04T06:09:06,12.02,5.52,0
SHP-004434,ORD-004434,CR-REG,LN-001,2025-07-01T09:33:00,2025-06-29T13:23:29,14.97,0.0,1
SHP-004435,ORD-004435,CR-EXP,LN-001,2025-06-11T03:44:00,2025-06-11T07:50:49,21.13,5.6,0
SHP-004436,ORD-004436,CR-REG,LN-020,2024-03-31T17:19:00,2024-03-31T10:45:38,14.75,0.0,1
SHP-004437,ORD-004437,CR-EXP,LN-002,2025-01-22T02:15:00,2025-01-27T05:44:06,24.42,23.01,0
SHP-004438,ORD-004438,CR-STD,LN-004,2024-12-24T16:51:00,2024-12-25T18:18:00,14.4,8.71,0
SHP-004439,ORD-004439,CR-REG,LN-012,2024-02-10T02:18:00,2024-02-16T14:55:43,14.96,27.84,0
SHP-004440,ORD-004440,CR-EXP,LN-013,2025-05-30T00:49:00,2025-05-30T10:50:30,20.1,6.46,0
SHP-004441,ORD-004441,CR-ECO,LN-024,2025-02-06T09:50:00,2025-02-05T21:03:00,8.09,0.0,1
SHP-004442,ORD-004442,CR-STD,LN-021,2024-02-15T13:00:00,2024-02-17T01:10:55,14.11,10.28,0
SHP-004443,ORD-004443,CR-STD,LN-015,2025-08-17T04:42:00,2025-08-18T01:27:51,14.51,8.03,0
SHP-004444,ORD-004444,CR-STD,LN-011,2024-11-21T08:56:00,2024-11-21T07:07:26,15.76,0.0,1
SHP-004445,ORD-004445,CR-STD,LN-021,2024-02-04T07:42:00,2024-02-07T06:42:31,14.75,15.36,0
SHP-004446,ORD-004446,CR-ECO,LN-018,2025-02-17T08:57:00,2025-02-19T07:21:00,9.43,11.77,0
SHP-004447,ORD-004447,CR-EXP,LN-021,2024-05-14T01:16:00,2024-05-17T03:00:16,24.68,15.75,0
SHP-004448,ORD-004448,CR-STD,LN-016,2025-12-13T05:01:00,2025-12-13T04:17:05,13.22,0.0,1
SHP-004449,ORD-004449,CR-REG,LN-013,2024-02-14T04:10:00,2024-02-14T00:27:44,15.4,0.0,1
SHP-004450,ORD-004450,CR-REG,LN-025,2025-08-05T18:54:00,2025-08-04T19:58:28,11.92,0.0,1
SHP-004451,ORD-004451,CR-STD,LN-023,2024-02-21T05:59:00,2024-02-22T04:08:49,14.57,8.23,0
SHP-004452,ORD-004452,CR-ECO,LN-021,2025-09-17T16:55:00,2025-09-17T03:00:13,9.32,0.0,1
SHP-004453,ORD-004453,CR-REG,LN-019,2024-05-09T18:34:00,2024-05-08T14:04:38,13.78,0.0,1
SHP-004454,ORD-004454,CR-EXP,LN-024,2024-12-09T03:44:00,2024-12-11T23:47:39,27.31,14.93,0
SHP-004455,ORD-004455,CR-REG,LN-018,2024-02-02T06:07:00,2024-02-02T12:01:25,15.12,5.86,0
SHP-004456,ORD-004456,CR-REG,LN-014,2025-03-10T09:58:00,2025-03-11T21:00:26,15.29,10.11,0
SHP-004457,ORD-004457,CR-STD,LN-007,2024-08-09T08:29:00,2024-08-05T22:03:14,11.35,0.0,1
SHP-004458,ORD-004458,CR-REG,LN-010,2025-06-21T10:53:00,2025-06-24T11:55:30,17.72,15.65,0
SHP-004459,ORD-004459,CR-EXP,LN-003,2025-04-23T06:15:00,2025-04-26T08:27:22,23.64,15.82,0
SHP-004460,ORD-004460,CR-EXP,LN-007,2025-05-10T06:35:00,2025-05-09T18:30:33,21.22,0.0,1
SHP-004461,ORD-004461,CR-EXP,LN-005,2025-12-27T17:20:00,2025-12-28T14:04:04,23.21,8.02,0
SHP-004462,ORD-004462,CR-EXP,LN-013,2025-07-09T17:31:00,2025-07-11T03:00:15,25.15,9.88,0
SHP-004463,ORD-004463,CR-ECO,LN-012,2024-02-24T21:17:00,2024-02-27T11:03:38,11.4,14.01,0
SHP-004464,ORD-004464,CR-REG,LN-003,2024-03-01T05:13:00,2024-03-05T12:30:46,17.27,20.06,0
SHP-004465,ORD-004465,CR-EXP,LN-018,2024-11-09T08:56:00,2024-11-12T00:31:12,24.17,14.27,0
SHP-004466,ORD-004466,CR-REG,LN-017,2025-10-08T03:55:00,2025-10-09T23:49:59,18.15,11.4,0
SHP-004467,ORD-004467,CR-EXP,LN-016,2024-04-27T14:28:00,2024-04-29T19:11:58,25.34,12.69,0
SHP-004468,ORD-004468,CR-EXP,LN-005,2025-03-01T10:39:00,2025-03-02T20:09:51,21.5,9.89,0
SHP-004469,ORD-004469,CR-ECO,LN-013,2025-06-30T09:58:00,2025-06-27T21:27:25,10.0,0.0,1
SHP-004470,ORD-004470,CR-ECO,LN-007,2024-09-03T08:57:00,2024-08-28T09:05:55,7.48,0.0,1
SHP-004471,ORD-004471,CR-REG,LN-008,2025-10-20T12:28:00,2025-10-26T09:13:41,16.07,25.53,0
SHP-004472,ORD-004472,CR-REG,LN-005,2025-08-28T16:16:00,2025-08-28T09:11:47,17.72,0.0,1
SHP-004473,ORD-004473,CR-ECO,LN-024,2024-08-27T18:47:00,2024-08-25T19:30:05,8.87,0.0,1
SHP-004474,ORD-004474,CR-STD,LN-012,2025-02-10T19:10:00,2025-02-13T03:36:21,16.1,13.23,0
SHP-004475,ORD-004475,CR-STD,LN-004,2025-09-17T04:49:00,2025-09-16T18:54:41,15.2,0.0,1
SHP-004476,ORD-004476,CR-REG,LN-002,2024-08-08T09:36:00,2024-08-12T10:53:27,16.97,19.19,0
SHP-004477,ORD-004477,CR-ECO,LN-010,2024-05-10T09:15:00,2024-05-14T16:34:48,12.18,20.07,0
SHP-004478,ORD-004478,CR-REG,LN-018,2025-02-10T10:42:00,2025-02-12T04:13:31,14.07,11.06,0
SHP-004479,ORD-004479,CR-STD,LN-007,2025-10-24T00:31:00,2025-10-20T23:21:02,11.39,0.0,1
SHP-004480,ORD-004480,CR-ECO,LN-022,2024-01-18T04:23:00,2024-01-18T01:39:40,7.48,0.0,1
SHP-004481,ORD-004481,CR-REG,LN-020,2025-09-13T22:06:00,2025-09-15T13:25:11,16.77,10.73,0
SHP-004482,ORD-004482,CR-ECO,LN-021,2024-05-27T14:08:00,2024-05-29T20:16:51,8.94,12.9,0
SHP-004483,ORD-004483,CR-REG,LN-005,2025-01-26T02:08:00,2025-01-25T12:11:47,17.89,0.0,1
SHP-004484,ORD-004484,CR-ECO,LN-012,2024-07-24T19:02:00,2024-07-27T02:09:48,13.06,13.04,0
SHP-004485,ORD-004485,CR-STD,LN-004,2025-10-29T05:42:00,2025-10-29T12:51:26,17.13,6.04,0
SHP-004486,ORD-004486,CR-REG,LN-008,2025-12-02T00:58:00,2025-12-07T08:08:10,17.06,23.55,0
SHP-004487,ORD-004487,CR-ECO,LN-008,2025-01-14T12:58:00,2025-01-18T09:37:24,13.76,18.51,0
SHP-004488,ORD-004488,CR-STD,LN-004,2025-08-07T05:45:00,2025-08-09T08:52:57,15.68,12.46,0
SHP-004489,ORD-004489,CR-STD,LN-019,2024-04-16T19:52:00,2024-04-13T18:45:07,15.05,0.0,1
SHP-004490,ORD-004490,CR-ECO,LN-011,2024-06-04T05:39:00,2024-05-31T13:04:44,10.63,0.0,1
SHP-004491,ORD-004491,CR-STD,LN-025,2024-09-16T02:05:00,2024-09-13T22:17:47,11.54,0.0,1
SHP-004492,ORD-004492,CR-STD,LN-025,2024-11-30T14:17:00,2024-11-28T10:47:50,14.25,0.0,1
SHP-004493,ORD-004493,CR-EXP,LN-004,2025-12-10T09:11:00,2025-12-12T02:14:55,23.93,10.99,0
SHP-004494,ORD-004494,CR-EXP,LN-005,2025-02-09T18:32:00,2025-02-10T13:06:39,22.95,7.71,0
SHP-004495,ORD-004495,CR-REG,LN-024,2025-07-01T08:24:00,2025-07-04T00:38:31,18.49,14.37,0
SHP-004496,ORD-004496,CR-EXP,LN-022,2024-01-13T22:23:00,2024-01-14T14:10:19,24.25,7.3,0
SHP-004497,ORD-004497,CR-REG,LN-021,2025-09-06T03:56:00,2025-09-08T10:24:18,16.75,12.94,0
SHP-004498,ORD-004498,CR-STD,LN-007,2025-05-30T12:35:00,2025-05-27T14:03:22,15.58,0.0,1
SHP-004499,ORD-004499,CR-ECO,LN-020,2024-03-02T18:42:00,2024-03-01T20:35:47,11.26,0.0,1
SHP-004500,ORD-004500,CR-EXP,LN-016,2025-04-26T13:05:00,2025-04-28T07:29:56,26.52,11.19,0
SHP-004501,ORD-004501,CR-EXP,LN-001,2024-06-16T08:57:00,2024-06-16T05:49:47,23.8,0.0,1
SHP-004502,ORD-004502,CR-REG,LN-010,2024-03-30T04:08:00,2024-04-03T01:10:38,14.76,18.57,0
SHP-004503,ORD-004503,CR-REG,LN-013,2024-01-20T10:35:00,2024-01-19T13:32:32,11.41,0.0,1
SHP-004504,ORD-004504,CR-ECO,LN-013,2025-10-04T03:24:00,2025-09-30T07:42:15,6.01,0.0,1
SHP-004505,ORD-004505,CR-REG,LN-002,2024-03-20T04:41:00,2024-03-21T23:57:01,18.46,11.31,0
SHP-004506,ORD-004506,CR-ECO,LN-017,2025-08-29T09:37:00,2025-08-28T20:50:31,12.48,0.0,1
SHP-004507,ORD-004507,CR-ECO,LN-004,2025-03-24T22:08:00,2025-03-28T02:43:21,11.23,16.17,0
SHP-004508,ORD-004508,CR-STD,LN-024,2025-10-22T06:14:00,2025-10-21T14:55:49,16.44,0.0,1
SHP-004509,ORD-004509,CR-STD,LN-001,2024-02-26T20:03:00,2024-02-24T19:17:26,12.23,0.0,1
SHP-004510,ORD-004510,CR-REG,LN-010,2025-10-26T03:56:00,2025-10-28T09:37:29,19.78,12.83,0
SHP-004511,ORD-004511,CR-ECO,LN-025,2024-09-15T07:28:00,2024-09-10T06:31:22,7.92,0.0,1
SHP-004512,ORD-004512,CR-EXP,LN-006,2025-04-06T16:22:00,2025-04-08T16:38:54,24.25,12.04,0
SHP-004513,ORD-004513,CR-EXP,LN-009,2025-03-10T15:59:00,2025-03-12T16:34:59,27.1,12.09,0
SHP-004514,ORD-004514,CR-STD,LN-003,2024-01-23T18:23:00,2024-01-26T08:55:03,16.11,14.12,0
SHP-004515,ORD-004515,CR-ECO,LN-016,2025-01-25T20:32:00,2025-01-24T09:16:45,11.76,0.0,1
SHP-004516,ORD-004516,CR-REG,LN-004,2024-06-23T18:55:00,2024-06-24T11:48:26,17.63,7.46,0
SHP-004517,ORD-004517,CR-ECO,LN-007,2024-04-16T23:50:00,2024-04-11T06:46:16,10.8,0.0,1
SHP-004518,ORD-004518,CR-ECO,LN-016,2024-01-11T03:46:00,2024-01-08T15:00:46,8.36,0.0,1
SHP-004519,ORD-004519,CR-ECO,LN-014,2024-02-12T11:45:00,2024-02-10T23:26:47,11.17,0.0,1
SHP-004520,ORD-004520,CR-REG,LN-009,2025-01-31T04:58:00,2025-02-03T05:12:55,16.37,15.54,0
SHP-004521,ORD-004521,CR-EXP,LN-009,2025-05-17T21:13:00,2025-05-20T12:24:22,26.94,14.22,0
SHP-004522,ORD-004522,CR-EXP,LN-015,2024-10-20T18:57:00,2024-10-22T01:32:44,26.7,9.46,0
SHP-004523,ORD-004523,CR-ECO,LN-009,2025-06-16T13:14:00,2025-06-15T19:51:51,8.34,0.0,1
SHP-004524,ORD-004524,CR-EXP,LN-008,2025-07-01T07:04:00,2025-07-03T10:57:50,24.92,12.57,0
SHP-004525,ORD-004525,CR-EXP,LN-011,2024-06-04T14:49:00,2024-06-06T12:46:58,20.6,11.7,0
SHP-004526,ORD-004526,CR-EXP,LN-012,2025-08-12T17:38:00,2025-08-17T23:54:23,29.06,23.41,0
SHP-004527,ORD-004527,CR-STD,LN-005,2025-11-08T22:44:00,2025-11-08T23:11:36,11.53,5.07,0
SHP-004528,ORD-004528,CR-EXP,LN-016,2025-06-22T17:14:00,2025-06-24T05:40:10,26.93,10.31,0
SHP-004529,ORD-004529,CR-REG,LN-012,2025-01-12T04:13:00,2025-01-13T13:24:55,20.33,9.84,0
SHP-004530,ORD-004530,CR-STD,LN-011,2025-04-21T07:53:00,2025-04-19T19:44:54,13.46,0.0,1
SHP-004531,ORD-004531,CR-EXP,LN-015,2025-07-21T11:45:00,2025-07-23T16:32:32,23.82,12.7,0
SHP-004532,ORD-004532,CR-ECO,LN-019,2025-09-16T22:05:00,2025-09-11T20:15:19,10.05,0.0,1
SHP-004533,ORD-004533,CR-STD,LN-006,2024-10-15T06:55:00,2024-10-15T21:11:34,13.73,7.08,0
SHP-004534,ORD-004534,CR-STD,LN-012,2024-01-28T16:06:00,2024-01-31T03:35:47,18.79,13.68,0
SHP-004535,ORD-004535,CR-REG,LN-022,2025-07-01T21:08:00,2025-07-01T11:15:19,13.95,0.0,1
SHP-004536,ORD-004536,CR-EXP,LN-016,2025-10-16T00:14:00,2025-10-16T16:51:28,24.29,7.42,0
SHP-004537,ORD-004537,CR-REG,LN-020,2025-08-21T07:14:00,2025-08-23T01:15:41,12.97,11.13,0
SHP-004538,ORD-004538,CR-REG,LN-012,2025-12-31T20:16:00,2026-01-03T06:16:06,18.23,13.46,0
SHP-004539,ORD-004539,CR-ECO,LN-016,2024-01-13T13:45:00,2024-01-10T09:34:35,6.89,0.0,1
SHP-004540,ORD-004540,CR-REG,LN-018,2024-01-10T07:34:00,2024-01-11T23:39:32,14.89,10.85,0
SHP-004541,ORD-004541,CR-EXP,LN-007,2025-05-11T19:23:00,2025-05-11T06:30:48,19.58,0.0,1
SHP-004542,ORD-004542,CR-REG,LN-018,2024-11-19T09:06:00,2024-11-23T04:12:42,17.87,18.29,0
SHP-004543,ORD-004543,CR-REG,LN-015,2025-09-09T19:52:00,2025-09-09T21:08:01,16.17,5.18,0
SHP-004544,ORD-004544,CR-ECO,LN-004,2025-09-01T04:17:00,2025-09-03T20:54:06,13.09,14.42,0
SHP-004545,ORD-004545,CR-STD,LN-005,2025-11-13T12:44:00,2025-11-12T22:28:32,13.88,0.0,1
SHP-004546,ORD-004546,CR-STD,LN-015,2024-06-14T09:36:00,2024-06-13T10:05:27,14.16,0.0,1
SHP-004547,ORD-004547,CR-STD,LN-001,2025-09-29T23:45:00,2025-09-27T01:17:09,10.01,0.0,1
SHP-004548,ORD-004548,CR-REG,LN-004,2024-02-21T12:26:00,2024-02-25T05:54:14,15.99,18.05,0
SHP-004549,ORD-004549,CR-REG,LN-017,2025-01-30T21:53:00,2025-02-01T17:46:14,14.98,11.4,0
SHP-004550,ORD-004550,CR-ECO,LN-023,2025-09-22T14:17:00,2025-09-22T23:12:38,9.53,6.3,0
SHP-004551,ORD-004551,CR-REG,LN-023,2024-11-30T22:23:00,2024-12-01T10:07:42,15.51,6.71,0
SHP-004552,ORD-004552,CR-STD,LN-019,2024-07-04T16:27:00,2024-07-02T15:26:43,15.27,0.0,1
SHP-004553,ORD-004553,CR-STD,LN-022,2024-03-05T18:36:00,2024-03-05T03:35:43,17.07,0.0,1
SHP-004554,ORD-004554,CR-REG,LN-007,2025-04-26T22:22:00,2025-04-24T22:30:41,16.07,0.0,1
SHP-004555,ORD-004555,CR-STD,LN-025,2024-12-16T23:31:00,2024-12-15T00:33:45,13.05,0.0,1
SHP-004556,ORD-004556,CR-ECO,LN-017,2025-08-25T19:09:00,2025-08-25T02:21:00,7.88,0.0,1
SHP-004557,ORD-004557,CR-EXP,LN-006,2025-01-24T22:13:00,2025-01-25T14:35:47,25.11,7.39,0
SHP-004558,ORD-004558,CR-STD,LN-005,2025-02-06T12:10:00,2025-02-06T19:05:09,11.88,6.01,0
SHP-004559,ORD-004559,CR-ECO,LN-002,2025-08-20T15:50:00,2025-08-26T21:57:51,11.46,26.89,0
SHP-004560,ORD-004560,CR-STD,LN-017,2025-10-17T14:35:00,2025-10-17T09:48:56,14.03,0.0,1
SHP-004561,ORD-004561,CR-EXP,LN-012,2025-05-18T17:12:00,2025-05-23T05:52:16,23.95,20.85,0
SHP-004562,ORD-004562,CR-STD,LN-023,2024-10-22T03:18:00,2024-10-22T18:38:13,16.21,7.24,0
SHP-004563,ORD-004563,CR-REG,LN-024,2025-04-28T08:06:00,2025-04-30T22:05:39,14.64,14.04,0
SHP-004564,ORD-004564,CR-EXP,LN-024,2024-02-18T23:15:00,2024-02-21T02:05:46,27.44,12.42,0
SHP-004565,ORD-004565,CR-EXP,LN-017,2025-06-08T03:13:00,2025-06-09T07:21:45,23.83,9.1,0
SHP-004566,ORD-004566,CR-STD,LN-003,2024-01-28T14:44:00,2024-01-29T01:59:29,13.68,6.64,0
SHP-004567,ORD-004567,CR-ECO,LN-003,2024-04-29T10:09:00,2024-04-30T15:09:05,9.34,9.23,0
SHP-004568,ORD-004568,CR-STD,LN-023,2025-03-05T02:33:00,2025-03-05T20:14:16,12.56,7.58,0
SHP-004569,ORD-004569,CR-STD,LN-014,2024-10-17T07:09:00,2024-10-18T08:22:00,13.12,8.68,0
SHP-004570,ORD-004570,CR-ECO,LN-011,2025-09-17T17:12:00,2025-09-14T03:18:02,6.9,0.0,1
SHP-004571,ORD-004571,CR-REG,LN-001,2024-11-30T00:23:00,2024-11-28T13:18:03,15.04,0.0,1
SHP-004572,ORD-004572,CR-REG,LN-009,2024-09-12T10:50:00,2024-09-15T05:17:44,18.59,14.69,0
SHP-004573,ORD-004573,CR-EXP,LN-011,2025-04-08T09:57:00,2025-04-10T16:26:46,24.66,12.95,0
SHP-004574,ORD-004574,CR-STD,LN-013,2024-10-14T23:44:00,2024-10-12T21:08:19,14.07,0.0,1
SHP-004575,ORD-004575,CR-ECO,LN-006,2025-01-23T02:59:00,2025-01-20T17:41:29,11.72,0.0,1
SHP-004576,ORD-004576,CR-STD,LN-008,2024-08-14T04:59:00,2024-08-14T13:56:07,15.86,6.31,0
SHP-004577,ORD-004577,CR-ECO,LN-005,2025-06-12T11:12:00,2025-06-09T12:15:58,8.17,0.0,1
SHP-004578,ORD-004578,CR-STD,LN-001,2025-02-26T04:23:00,2025-02-23T17:51:42,9.98,0.0,1
SHP-004579,ORD-004579,CR-REG,LN-011,2025-07-25T04:15:00,2025-07-24T13:48:54,16.14,0.0,1
SHP-004580,ORD-004580,CR-EXP,LN-023,2024-12-30T19:12:00,2025-01-01T20:56:06,23.35,12.25,0
SHP-004581,ORD-004581,CR-REG,LN-025,2025-06-01T18:54:00,2025-05-31T10:42:07,12.92,0.0,1
SHP-004582,ORD-004582,CR-ECO,LN-021,2024-04-24T08:36:00,2024-04-25T19:32:22,11.69,10.1,0
SHP-004583,ORD-004583,CR-REG,LN-021,2024-05-31T05:22:00,2024-06-02T22:41:12,14.58,14.53,0
SHP-004584,ORD-004584,CR-ECO,LN-007,2025-02-20T22:18:00,2025-02-15T12:41:53,9.46,0.0,1
SHP-004585,ORD-004585,CR-ECO,LN-006,2024-02-12T17:15:00,2024-02-11T01:03:15,10.27,0.0,1
SHP-004586,ORD-004586,CR-STD,LN-025,2025-08-13T22:18:00,2025-08-11T08:05:03,10.92,0.0,1
SHP-004587,ORD-004587,CR-ECO,LN-022,2024-01-27T22:47:00,2024-01-25T18:50:59,7.65,0.0,1
SHP-004588,ORD-004588,CR-REG,LN-003,2024-09-14T18:21:00,2024-09-18T23:20:12,17.97,19.73,0
SHP-004589,ORD-004589,CR-EXP,LN-020,2025-07-04T05:29:00,2025-07-05T13:00:16,22.55,9.6,0
SHP-004590,ORD-004590,CR-ECO,LN-015,2024-09-25T19:11:00,2024-09-24T18:16:01,12.7,0.0,1
SHP-004591,ORD-004591,CR-EXP,LN-022,2024-11-09T01:22:00,2024-11-10T06:46:59,23.37,9.29,0
SHP-004592,ORD-004592,CR-REG,LN-002,2024-09-11T16:14:00,2024-09-17T04:53:20,19.62,24.35,0
SHP-004593,ORD-004593,CR-STD,LN-023,2025-07-13T18:37:00,2025-07-14T21:22:58,11.88,8.9,0
SHP-004594,ORD-004594,CR-REG,LN-016,2024-02-25T17:56:00,2024-02-25T00:07:05,14.76,0.0,1
SHP-004595,ORD-004595,CR-REG,LN-001,2024-11-20T19:52:00,2024-11-18T22:26:17,15.31,0.0,1
SHP-004596,ORD-004596,CR-ECO,LN-008,2025-12-12T23:05:00,2025-12-17T13:43:56,9.82,21.14,0
SHP-004597,ORD-004597,CR-REG,LN-021,2025-03-13T02:35:00,2025-03-14T14:04:48,14.75,10.18,0
SHP-004598,ORD-004598,CR-ECO,LN-013,2025-06-25T05:46:00,2025-06-22T05:03:33,8.69,0.0,1
SHP-004599,ORD-004599,CR-REG,LN-001,2024-02-02T20:32:00,2024-02-01T13:47:13,14.94,0.0,1
SHP-004600,ORD-004600,CR-ECO,LN-016,2024-08-20T03:27:00,2024-08-19T19:50:52,9.21,0.0,1
SHP-004601,ORD-004601,CR-EXP,LN-024,2025-05-30T01:25:00,2025-06-01T22:11:30,21.95,15.03,0
SHP-004602,ORD-004602,CR-REG,LN-009,2025-11-14T01:30:00,2025-11-15T05:11:27,15.93,9.04,0
SHP-004603,ORD-004603,CR-ECO,LN-007,2025-09-15T19:25:00,2025-09-09T20:24:46,10.73,0.0,1
SHP-004604,ORD-004604,CR-EXP,LN-017,2025-12-10T19:55:00,2025-12-11T16:17:31,22.76,7.97,0
SHP-004605,ORD-004605,CR-STD,LN-021,2024-03-17T23:50:00,2024-03-20T21:15:10,18.13,15.12,0
SHP-004606,ORD-004606,CR-ECO,LN-010,2024-11-14T16:02:00,2024-11-17T10:58:04,12.3,14.76,0
SHP-004607,ORD-004607,CR-EXP,LN-003,2024-04-21T10:47:00,2024-04-24T02:30:49,26.11,14.29,0
SHP-004608,ORD-004608,CR-REG,LN-006,2024-05-19T01:15:00,2024-05-18T18:14:41,14.07,0.0,1
