event_id,shipment_id,stage,event_ts
EVT-0027434,SHP-004573,PICKED,2025-04-07T02:20:21
EVT-0027435,SHP-004573,PACKED,2025-04-07T09:04:24
EVT-0027436,SHP-004573,SHIPPED,2025-04-07T17:36:57
EVT-0027437,SHP-004573,IN_TRANSIT,2025-04-07T19:54:14
EVT-0027438,SHP-004573,DELIVERED,2025-04-10T16:26:46
EVT-0027439,SHP-004574,ORDERED,2024-10-09T23:44:00
EVT-0027440,SHP-004574,PICKED,2024-10-10T11:05:38
EVT-0027441,SHP-004574,PACKED,2024-10-10T13:22:55
EVT-0027442,SHP-004574,SHIPPED,2024-10-10T22:58:47
EVT-0027443,SHP-004574,IN_TRANSIT,2024-10-11T01:45:23
EVT-0027444,SHP-004574,DELIVERED,2024-10-12T21:08:19
EVT-0027445,SHP-004575,ORDERED,2025-01-15T02:59:00
EVT-0027446,SHP-004575,PICKED,2025-01-15T08:56:23
EVT-0027447,SHP-004575,PACKED,2025-01-15T12:22:00
EVT-0027448,SHP-004575,SHIPPED,2025-01-15T16:15:01
EVT-0027449,SHP-004575,IN_TRANSIT,2025-01-15T19:43:01
EVT-0027450,SHP-004575,DELIVERED,2025-01-20T17:41:29
EVT-0027451,SHP-004576,ORDERED,2024-08-09T04:59:00
EVT-0027452,SHP-004576,PICKED,2024-08-09T13:01:25
EVT-0027453,SHP-004576,PACKED,2024-08-09T16:08:14
EVT-0027454,SHP-004576,SHIPPED,2024-08-09T19:03:01
EVT-0027455,SHP-004576,IN_TRANSIT,2024-08-09T21:20:30
EVT-0027456,SHP-004576,DELIVERED,2024-08-14T13:56:07
EVT-0027457,SHP-004577,ORDERED,2025-06-04T11:12:00
EVT-0027458,SHP-004577,PICKED,2025-06-04T16:08:08
EVT-0027459,SHP-004577,PACKED,2025-06-04T18:52:03
EVT-0027460,SHP-004577,SHIPPED,2025-06-04T22:57:11
EVT-0027461,SHP-004577,IN_TRANSIT,2025-06-05T01:29:09
EVT-0027462,SHP-004577,DELIVERED,2025-06-09T12:15:58
EVT-0027463,SHP-004578,ORDERED,2025-02-21T04:23:00
EVT-0027464,SHP-004578,PICKED,2025-02-21T07:01:20
EVT-0027465,SHP-004578,PACKED,2025-02-21T10:42:08
EVT-0027466,SHP-004578,SHIPPED,2025-02-21T17:39:34
EVT-0027467,SHP-004578,IN_TRANSIT,2025-02-21T19:20:04
EVT-0027468,SHP-004578,DELIVERED,2025-02-23T17:51:42
EVT-0027469,SHP-004579,ORDERED,2025-07-21T04:15:00
EVT-0027470,SHP-004579,PICKED,2025-07-21T22:06:50
EVT-0027471,SHP-004579,PACKED,2025-07-22T03:34:44
EVT-0027472,SHP-004579,SHIPPED,2025-07-22T06:14:49
EVT-0027473,SHP-004579,IN_TRANSIT,2025-07-22T09:03:20
EVT-0027474,SHP-004579,DELIVERED,2025-07-24T13:48:54
EVT-0027475,SHP-004580,ORDERED,2024-12-28T19:12:00
EVT-0027476,SHP-004580,PICKED,2024-12-29T02:45:45
EVT-0027477,SHP-004580,PACKED,2024-12-29T07:41:40
EVT-0027478,SHP-004580,SHIPPED,2024-12-29T15:52:40
EVT-0027479,SHP-004580,IN_TRANSIT,2024-12-29T19:08:02
EVT-0027480,SHP-004580,DELIVERED,2025-01-01T20:56:06
EVT-0027481,SHP-004581,ORDERED,2025-05-28T18:54:00
EVT-0027482,SHP-004581,PICKED,2025-05-28T23:03:13
EVT-0027483,SHP-004581,PACKED,2025-05-29T03:08:53
EVT-0027484,SHP-004581,SHIPPED,2025-05-29T08:09:24
EVT-0027485,SHP-004581,IN_TRANSIT,2025-05-29T09:51:48
EVT-0027486,SHP-004581,DELIVERED,2025-05-31T10:42:07
EVT-0027487,SHP-004582,ORDERED,2024-04-16T08:36:00
EVT-0027488,SHP-004582,PICKED,2024-04-16T11:44:40
EVT-0027489,SHP-004582,PACKED,2024-04-16T15:31:18
EVT-0027490,SHP-004582,SHIPPED,2024-04-16T21:21:09
EVT-0027491,SHP-004582,IN_TRANSIT,2024-04-16T23:15:21
EVT-0027492,SHP-004582,DELIVERED,2024-04-25T19:32:22
EVT-0027493,SHP-004583,ORDERED,2024-05-27T05:22:00
EVT-0027494,SHP-004583,PICKED,2024-05-27T09:04:48
EVT-0027495,SHP-004583,PACKED,2024-05-27T13:54:07
EVT-0027496,SHP-004583,SHIPPED,2024-05-27T17:33:15
EVT-0027497,SHP-004583,IN_TRANSIT,2024-05-27T20:38:30
EVT-0027498,SHP-004583,DELIVERED,2024-06-02T22:41:12
EVT-0027499,SHP-004584,ORDERED,2025-02-12T22:18:00
EVT-0027500,SHP-004584,PICKED,2025-02-13T05:29:55
EVT-0027501,SHP-004584,PACKED,2025-02-13T07:21:47
EVT-0027502,SHP-004584,SHIPPED,2025-02-13T18:36:39
EVT-0027503,SHP-004584,IN_TRANSIT,2025-02-13T22:17:43
EVT-0027504,SHP-004584,DELIVERED,2025-02-15T12:41:53
EVT-0027505,SHP-004585,ORDERED,2024-02-04T17:15:00
EVT-0027506,SHP-004585,PICKED,2024-02-05T02:23:20
EVT-0027507,SHP-004585,PACKED,2024-02-05T05:34:47
EVT-0027508,SHP-004585,SHIPPED,2024-02-05T16:23:27
EVT-0027509,SHP-004585,IN_TRANSIT,2024-02-05T18:21:34
EVT-0027510,SHP-004585,DELIVERED,2024-02-11T01:03:15
EVT-0027511,SHP-004586,ORDERED,2025-08-08T22:18:00
EVT-0027512,SHP-004586,PICKED,2025-08-09T01:03:02
EVT-0027513,SHP-004586,PACKED,2025-08-09T05:08:36
EVT-0027514,SHP-004586,SHIPPED,2025-08-09T11:50:10
EVT-0027515,SHP-004586,IN_TRANSIT,2025-08-09T14:36:46
EVT-0027516,SHP-004586,DELIVERED,2025-08-11T08:05:03
EVT-0027517,SHP-004587,ORDERED,2024-01-19T22:47:00
EVT-0027518,SHP-004587,PICKED,2024-01-20T01:45:10
EVT-0027519,SHP-004587,PACKED,2024-01-20T03:09:02
EVT-0027520,SHP-004587,SHIPPED,2024-01-20T05:31:23
EVT-0027521,SHP-004587,IN_TRANSIT,2024-01-20T07:09:39
EVT-0027522,SHP-004587,DELIVERED,2024-01-25T18:50:59
EVT-0027523,SHP-004588,ORDERED,2024-09-10T18:21:00
EVT-0027524,SHP-004588,PICKED,2024-09-11T00:45:54
EVT-0027525,SHP-004588,PACKED,2024-09-11T04:55:34
EVT-0027526,SHP-004588,SHIPPED,2024-09-11T09:36:57
EVT-0027527,SHP-004588,IN_TRANSIT,2024-09-11T13:23:34
EVT-0027528,SHP-004588,DELIVERED,2024-09-18T23:20:12
EVT-0027529,SHP-004589,ORDERED,2025-07-02T05:29:00
EVT-0027530,SHP-004589,PICKED,2025-07-02T13:18:03
EVT-0027531,SHP-004589,PACKED,2025-07-02T19:17:28
EVT-0027532,SHP-004589,SHIPPED,2025-07-03T01:43:53
EVT-0027533,SHP-004589,IN_TRANSIT,2025-07-03T04:51:00
EVT-0027534,SHP-004589,DELIVERED,2025-07-05T13:00:16
EVT-0027535,SHP-004590,ORDERED,2024-09-17T19:11:00
EVT-0027536,SHP-004590,PICKED,2024-09-18T02:06:56
EVT-0027537,SHP-004590,PACKED,2024-09-18T10:47:06
EVT-0027538,SHP-004590,SHIPPED,2024-09-18T15:52:05
EVT-0027539,SHP-004590,IN_TRANSIT,2024-09-18T17:08:55
EVT-0027540,SHP-004590,DELIVERED,2024-09-24T18:16:01
EVT-0027541,SHP-004591,ORDERED,2024-11-07T01:22:00
EVT-0027542,SHP-004591,PICKED,2024-11-07T03:33:48
EVT-0027543,SHP-004591,PACKED,2024-11-07T09:10:28
EVT-0027544,SHP-004591,SHIPPED,2024-11-07T12:19:10
EVT-0027545,SHP-004591,IN_TRANSIT,2024-11-07T15:45:58
EVT-0027546,SHP-004591,DELIVERED,2024-11-10T06:46:59
EVT-0027547,SHP-004592,ORDERED,2024-09-07T16:14:00
EVT-0027548,SHP-004592,PICKED,2024-09-07T19:56:03
EVT-0027549,SHP-004592,PACKED,2024-09-07T21:39:55
EVT-0027550,SHP-004592,SHIPPED,2024-09-08T00:13:28
EVT-0027551,SHP-004592,IN_TRANSIT,2024-09-08T03:36:09
EVT-0027552,SHP-004592,DELIVERED,2024-09-17T04:53:20
EVT-0027553,SHP-004593,ORDERED,2025-07-08T18:37:00
EVT-0027554,SHP-004593,PICKED,2025-07-09T04:12:42
EVT-0027555,SHP-004593,PACKED,2025-07-09T06:58:16
EVT-0027556,SHP-004593,SHIPPED,2025-07-09T11:14:46
EVT-0027557,SHP-004593,IN_TRANSIT,2025-07-09T13:07:22
EVT-0027558,SHP-004593,DELIVERED,2025-07-14T21:22:58
EVT-0027559,SHP-004594,ORDERED,2024-02-21T17:56:00
EVT-0027560,SHP-004594,PICKED,2024-02-22T00:47:09
EVT-0027561,SHP-004594,PACKED,2024-02-22T02:11:32
EVT-0027562,SHP-004594,SHIPPED,2024-02-22T08:01:18
EVT-0027563,SHP-004594,IN_TRANSIT,2024-02-22T11:48:49
EVT-0027564,SHP-004594,DELIVERED,2024-02-25T00:07:05
EVT-0027565,SHP-004595,ORDERED,2024-11-16T19:52:00
EVT-0027566,SHP-004595,PICKED,2024-11-16T23:39:53
EVT-0027567,SHP-004595,PACKED,2024-11-17T04:49:39
EVT-0027568,SHP-004595,SHIPPED,2024-11-17T10:55:49
EVT-0027569,SHP-004595,IN_TRANSIT,2024-11-17T12:24:28
EVT-0027570,SHP-004595,DELIVERED,2024-11-18T22:26:17
EVT-0027571,SHP-004596,ORDERED,2025-12-04T23:05:00
EVT-0027572,SHP-004596,PICKED,2025-12-05T06:29:05
EVT-0027573,SHP-004596,PACKED,2025-12-05T08:49:49
EVT-0027574,SHP-004596,SHIPPED,2025-12-05T19:39:04
EVT-0027575,SHP-004596,IN_TRANSIT,2025-12-05T21:08:14
EVT-0027576,SHP-004596,DELIVERED,2025-12-17T13:43:56
EVT-0027577,SHP-004597,ORDERED,2025-03-09T02:35:00
EVT-0027578,SHP-004597,PICKED,2025-03-09T07:18:08
EVT-0027579,SHP-004597,PACKED,2025-03-09T09:41:15
EVT-0027580,SHP-004597,SHIPPED,2025-03-09T18:16:32
EVT-0027581,SHP-004597,IN_TRANSIT,2025-03-09T22:09:55
EVT-0027582,SHP-004597,DELIVERED,2025-03-14T14:04:48
EVT-0027583,SHP-004598,ORDERED,2025-06-17T05:46:00
EVT-0027584,SHP-004598,PICKED,2025-06-17T22:32:47
EVT-0027585,SHP-004598,PACKED,2025-06-18T03:08:31
EVT-0027586,SHP-004598,SHIPPED,2025-06-18T13:42:34
EVT-0027587,SHP-004598,IN_TRANSIT,2025-06-18T15:13:15
EVT-0027588,SHP-004598,DELIVERED,2025-06-22T05:03:33
EVT-0027589,SHP-004599,ORDERED,2024-01-29T20:32:00
EVT-0027590,SHP-004599,PICKED,2024-01-30T06:13:56
EVT-0027591,SHP-004599,PACKED,2024-01-30T10:59:09
EVT-0027592,SHP-004599,SHIPPED,2024-01-30T17:23:28
EVT-0027593,SHP-004599,IN_TRANSIT,2024-01-30T20:21:58
EVT-0027594,SHP-004599,DELIVERED,2024-02-01T13:47:13
EVT-0027595,SHP-004600,ORDERED,2024-08-12T03:27:00
EVT-0027596,SHP-004600,PICKED,2024-08-12T10:00:04
EVT-0027597,SHP-004600,PACKED,2024-08-12T15:56:47
EVT-0027598,SHP-004600,SHIPPED,2024-08-12T18:39:24
EVT-0027599,SHP-004600,IN_TRANSIT,2024-08-12T20:46:07
EVT-0027600,SHP-004600,DELIVERED,2024-08-19T19:50:52
EVT-0027601,SHP-004601,ORDERED,2025-05-28T01:25:00
EVT-0027602,SHP-004601,PICKED,2025-05-28T06:58:24
EVT-0027603,SHP-004601,PACKED,2025-05-28T08:45:11
EVT-0027604,SHP-004601,SHIPPED,2025-05-28T18:04:26
EVT-0027605,SHP-004601,IN_TRANSIT,2025-05-28T20:24:40
EVT-0027606,SHP-004601,DELIVERED,2025-06-01T22:11:30
EVT-0027607,SHP-004602,ORDERED,2025-11-10T01:30:00
EVT-0027608,SHP-004602,PICKED,2025-11-10T09:09:43
EVT-0027609,SHP-004602,PACKED,2025-11-10T11:17:15
EVT-0027610,SHP-004602,SHIPPED,2025-11-10T18:29:39
EVT-0027611,SHP-004602,IN_TRANSIT,2025-11-10T21:31:04
EVT-0027612,SHP-004602,DELIVERED,2025-11-15T05:11:27
EVT-0027613,SHP-004603,ORDERED,2025-09-07T19:25:00
EVT-0027614,SHP-004603,PICKED,2025-09-08T05:19:12
EVT-0027615,SHP-004603,PACKED,2025-09-08T06:20:17
EVT-0027616,SHP-004603,SHIPPED,2025-09-08T09:24:28
EVT-0027617,SHP-004603,IN_TRANSIT,2025-09-08T12:24:46
EVT-0027618,SHP-004603,DELIVERED,2025-09-09T20:24:46
EVT-0027619,SHP-004604,ORDERED,2025-12-08T19:55:00
EVT-0027620,SHP-004604,PICKED,2025-12-09T00:38:46
EVT-0027621,SHP-004604,PACKED,2025-12-09T02:25:11
EVT-0027622,SHP-004604,SHIPPED,2025-12-09T07:37:28
EVT-0027623,SHP-004604,IN_TRANSIT,2025-12-09T08:38:24
EVT-0027624,SHP-004604,DELIVERED,2025-12-11T16:17:31
EVT-0027625,SHP-004605,ORDERED,2024-03-12T23:50:00
EVT-0027626,SHP-004605,PICKED,2024-03-13T07:18:28
EVT-0027627,SHP-004605,PACKED,2024-03-13T12:00:42
EVT-0027628,SHP-004605,SHIPPED,2024-03-13T20:33:58
EVT-0027629,SHP-004605,IN_TRANSIT,2024-03-13T23:49:40
EVT-0027630,SHP-004605,DELIVERED,2024-03-20T21:15:10
EVT-0027631,SHP-004606,ORDERED,2024-11-06T16:02:00
EVT-0027632,SHP-004606,PICKED,2024-11-07T01:21:26
EVT-0027633,SHP-004606,PACKED,2024-11-07T04:20:28
EVT-0027634,SHP-004606,SHIPPED,2024-11-07T10:35:19
EVT-0027635,SHP-004606,IN_TRANSIT,2024-11-07T11:53:01
EVT-0027636,SHP-004606,DELIVERED,2024-11-17T10:58:04
EVT-0027637,SHP-004607,ORDERED,2024-04-19T10:47:00
EVT-0027638,SHP-004607,PICKED,2024-04-19T14:37:38
EVT-0027639,SHP-004607,PACKED,2024-04-19T18:24:07
EVT-0027640,SHP-004607,SHIPPED,2024-04-20T01:46:06
EVT-0027641,SHP-004607,IN_TRANSIT,2024-04-20T03:22:37
EVT-0027642,SHP-004607,DELIVERED,2024-04-24T02:30:49
EVT-0027643,SHP-004608,ORDERED,2024-05-15T01:15:00
EVT-0027644,SHP-004608,PICKED,2024-05-15T09:57:06
EVT-0027645,SHP-004608,PACKED,2024-05-15T14:04:10
EVT-0027646,SHP-004608,SHIPPED,2024-05-15T18:52:33
EVT-0027647,SHP-004608,IN_TRANSIT,2024-05-15T20:56:22
EVT-0027648,SHP-004608,DELIVERED,2024-05-18T18:14:41
EVT-0027649,SHP-004609,ORDERED,2025-11-25T03:11:00
EVT-0027650,SHP-004609,PICKED,2025-11-25T10:41:33
EVT-0027651,SHP-004609,PACKED,2025-11-25T14:41:37
EVT-0027652,SHP-004609,SHIPPED,2025-11-25T17:19:12
EVT-0027653,SHP-004609,IN_TRANSIT,2025-11-25T21:16:41
EVT-0027654,SHP-004609,DELIVERED,2025-12-01T06:57:02
EVT-0027655,SHP-004610,ORDERED,2024-02-13T08:37:00
EVT-0027656,SHP-004610,PICKED,2024-02-13T14:39:44
EVT-0027657,SHP-004610,PACKED,2024-02-13T19:46:25
EVT-0027658,SHP-004610,SHIPPED,2024-02-13T23:54:28
EVT-0027659,SHP-004610,IN_TRANSIT,2024-02-14T01:29:22
EVT-0027660,SHP-004610,DELIVERED,2024-02-19T13:46:54
EVT-0027661,SHP-004611,ORDERED,2025-08-27T08:00:00
EVT-0027662,SHP-004611,PICKED,2025-08-27T12:16:54
EVT-0027663,SHP-004611,PACKED,2025-08-27T17:38:27
EVT-0027664,SHP-004611,SHIPPED,2025-08-27T19:53:22
EVT-0027665,SHP-004611,IN_TRANSIT,2025-08-27T21:44:53
EVT-0027666,SHP-004611,DELIVERED,2025-08-30T17:05:52
EVT-0027667,SHP-004612,ORDERED,2024-01-01T05:53:00
EVT-0027668,SHP-004612,PICKED,2024-01-01T09:33:28
EVT-0027669,SHP-004612,PACKED,2024-01-01T12:13:12
EVT-0027670,SHP-004612,SHIPPED,2024-01-01T23:39:20
EVT-0027671,SHP-004612,IN_TRANSIT,2024-01-02T02:06:45
EVT-0027672,SHP-004612,DELIVERED,2024-01-04T23:44:02
EVT-0027673,SHP-004613,ORDERED,2025-02-06T00:21:00
EVT-0027674,SHP-004613,PICKED,2025-02-06T06:36:13
EVT-0027675,SHP-004613,PACKED,2025-02-06T07:49:45
EVT-0027676,SHP-004613,SHIPPED,2025-02-06T19:16:19
EVT-0027677,SHP-004613,IN_TRANSIT,2025-02-06T22:31:26
EVT-0027678,SHP-004613,DELIVERED,2025-02-11T23:33:07
EVT-0027679,SHP-004614,ORDERED,2025-11-09T06:11:00
EVT-0027680,SHP-004614,PICKED,2025-11-09T10:30:13
EVT-0027681,SHP-004614,PACKED,2025-11-09T12:26:16
EVT-0027682,SHP-004614,SHIPPED,2025-11-09T18:37:50
EVT-0027683,SHP-004614,IN_TRANSIT,2025-11-09T21:10:04
EVT-0027684,SHP-004614,DELIVERED,2025-11-13T02:10:41
EVT-0027685,SHP-004615,ORDERED,2024-09-23T03:56:00
EVT-0027686,SHP-004615,PICKED,2024-09-23T20:53:25
EVT-0027687,SHP-004615,PACKED,2024-09-24T06:50:34
EVT-0027688,SHP-004615,SHIPPED,2024-09-24T14:12:31
EVT-0027689,SHP-004615,IN_TRANSIT,2024-09-24T17:23:06
EVT-0027690,SHP-004615,DELIVERED,2024-09-27T06:01:29
EVT-0027691,SHP-004616,ORDERED,2024-07-29T22:38:00
EVT-0027692,SHP-004616,PICKED,2024-07-30T02:51:35
EVT-0027693,SHP-004616,PACKED,2024-07-30T07:31:05
EVT-0027694,SHP-004616,SHIPPED,2024-07-30T18:18:47
EVT-0027695,SHP-004616,IN_TRANSIT,2024-07-30T20:51:10
EVT-0027696,SHP-004616,DELIVERED,2024-08-06T19:13:31
EVT-0027697,SHP-004617,ORDERED,2024-11-03T02:59:00
EVT-0027698,SHP-004617,PICKED,2024-11-03T09:07:27
EVT-0027699,SHP-004617,PACKED,2024-11-03T15:01:32
EVT-0027700,SHP-004617,SHIPPED,2024-11-03T20:21:34
EVT-0027701,SHP-004617,IN_TRANSIT,2024-11-03T22:11:41
EVT-0027702,SHP-004617,DELIVERED,2024-11-05T18:45:17
EVT-0027703,SHP-004618,ORDERED,2025-08-16T13:42:00
EVT-0027704,SHP-004618,PICKED,2025-08-16T17:57:43
EVT-0027705,SHP-004618,PACKED,2025-08-16T23:48:02
EVT-0027706,SHP-004618,SHIPPED,2025-08-17T10:05:37
EVT-0027707,SHP-004618,IN_TRANSIT,2025-08-17T12:08:13
EVT-0027708,SHP-004618,DELIVERED,2025-08-20T08:45:39
EVT-0027709,SHP-004619,ORDERED,2025-03-02T19:43:00
EVT-0027710,SHP-004619,PICKED,2025-03-03T04:25:09
EVT-0027711,SHP-004619,PACKED,2025-03-03T09:48:08
EVT-0027712,SHP-004619,SHIPPED,2025-03-03T21:41:05
EVT-0027713,SHP-004619,IN_TRANSIT,2025-03-04T00:10:26
EVT-0027714,SHP-004619,DELIVERED,2025-03-12T03:34:29
EVT-0027715,SHP-004620,ORDERED,2025-09-05T04:46:00
EVT-0027716,SHP-004620,PICKED,2025-09-05T11:47:34
EVT-0027717,SHP-004620,PACKED,2025-09-05T15:32:06
EVT-0027718,SHP-004620,SHIPPED,2025-09-05T18:18:37
EVT-0027719,SHP-004620,IN_TRANSIT,2025-09-05T21:51:14
EVT-0027720,SHP-004620,DELIVERED,2025-09-08T13:33:56
EVT-0027721,SHP-004621,ORDERED,2025-03-31T06:50:00
EVT-0027722,SHP-004621,PICKED,2025-03-31T21:17:40
EVT-0027723,SHP-004621,PACKED,2025-04-01T07:00:14
EVT-0027724,SHP-004621,SHIPPED,2025-04-01T18:36:34
EVT-0027725,SHP-004621,IN_TRANSIT,2025-04-01T19:44:16
EVT-0027726,SHP-004621,DELIVERED,2025-04-03T18:35:47
EVT-0027727,SHP-004622,ORDERED,2024-09-22T06:57:00
EVT-0027728,SHP-004622,PICKED,2024-09-22T15:23:38
EVT-0027729,SHP-004622,PACKED,2024-09-22T20:28:54
EVT-0027730,SHP-004622,SHIPPED,2024-09-23T05:33:31
EVT-0027731,SHP-004622,IN_TRANSIT,2024-09-23T08:45:49
EVT-0027732,SHP-004622,DELIVERED,2024-09-27T20:56:22
EVT-0027733,SHP-004623,ORDERED,2024-05-29T11:30:00
EVT-0027734,SHP-004623,PICKED,2024-05-29T19:40:03
EVT-0027735,SHP-004623,PACKED,2024-05-30T00:52:17
EVT-0027736,SHP-004623,SHIPPED,2024-05-30T04:04:09
EVT-0027737,SHP-004623,IN_TRANSIT,2024-05-30T07:46:26
EVT-0027738,SHP-004623,DELIVERED,2024-06-02T16:21:42
EVT-0027739,SHP-004624,ORDERED,2024-09-06T13:21:00
EVT-0027740,SHP-004624,PICKED,2024-09-06T18:44:23
EVT-0027741,SHP-004624,PACKED,2024-09-06T22:42:05
EVT-0027742,SHP-004624,SHIPPED,2024-09-07T09:01:00
EVT-0027743,SHP-004624,IN_TRANSIT,2024-09-07T11:25:19
EVT-0027744,SHP-004624,DELIVERED,2024-09-14T08:17:38
EVT-0027745,SHP-004625,ORDERED,2025-08-26T06:49:00
EVT-0027746,SHP-004625,PICKED,2025-08-26T22:39:19
EVT-0027747,SHP-004625,PACKED,2025-08-27T03:44:07
EVT-0027748,SHP-004625,SHIPPED,2025-08-27T15:04:01
EVT-0027749,SHP-004625,IN_TRANSIT,2025-08-27T18:11:23
EVT-0027750,SHP-004625,DELIVERED,2025-08-31T20:23:26
EVT-0027751,SHP-004626,ORDERED,2024-03-02T07:41:00
EVT-0027752,SHP-004626,PICKED,2024-03-02T16:25:18
EVT-0027753,SHP-004626,PACKED,2024-03-02T18:42:20
EVT-0027754,SHP-004626,SHIPPED,2024-03-03T06:41:14
EVT-0027755,SHP-004626,IN_TRANSIT,2024-03-03T10:22:03
EVT-0027756,SHP-004626,DELIVERED,2024-03-04T05:45:55
EVT-0027757,SHP-004627,ORDERED,2024-01-09T02:48:00
EVT-0027758,SHP-004627,PICKED,2024-01-09T11:12:15
EVT-0027759,SHP-004627,PACKED,2024-01-09T13:11:13
EVT-0027760,SHP-004627,SHIPPED,2024-01-09T19:40:11
EVT-0027761,SHP-004627,IN_TRANSIT,2024-01-09T22:21:10
EVT-0027762,SHP-004627,DELIVERED,2024-01-14T18:12:02
EVT-0027763,SHP-004628,ORDERED,2025-02-15T17:38:00
EVT-0027764,SHP-004628,PICKED,2025-02-15T23:20:07
EVT-0027765,SHP-004628,PACKED,2025-02-16T03:19:07
EVT-0027766,SHP-004628,SHIPPED,2025-02-16T10:03:53
EVT-0027767,SHP-004628,IN_TRANSIT,2025-02-16T11:16:26
EVT-0027768,SHP-004628,DELIVERED,2025-02-18T18:20:00
EVT-0027769,SHP-004629,ORDERED,2025-10-23T19:06:00
EVT-0027770,SHP-004629,PICKED,2025-10-24T02:58:10
EVT-0027771,SHP-004629,PACKED,2025-10-24T08:18:00
EVT-0027772,SHP-004629,SHIPPED,2025-10-24T19:36:20
EVT-0027773,SHP-004629,IN_TRANSIT,2025-10-24T20:42:21
EVT-0027774,SHP-004629,DELIVERED,2025-10-26T22:37:52
EVT-0027775,SHP-004630,ORDERED,2025-12-21T15:56:00
EVT-0027776,SHP-004630,PICKED,2025-12-22T01:18:22
EVT-0027777,SHP-004630,PACKED,2025-12-22T05:44:29
EVT-0027778,SHP-004630,SHIPPED,2025-12-22T09:58:10
EVT-0027779,SHP-004630,IN_TRANSIT,2025-12-22T11:10:06
EVT-0027780,SHP-004630,DELIVERED,2025-12-25T15:18:55
EVT-0027781,SHP-004631,ORDERED,2025-01-08T11:45:00
EVT-0027782,SHP-004631,PICKED,2025-01-08T14:22:21
EVT-0027783,SHP-004631,PACKED,2025-01-08T16:09:47
EVT-0027784,SHP-004631,SHIPPED,2025-01-09T01:17:20
EVT-0027785,SHP-004631,IN_TRANSIT,2025-01-09T02:58:10
EVT-0027786,SHP-004631,DELIVERED,2025-01-15T23:05:44
EVT-0027787,SHP-004632,ORDERED,2024-02-23T11:17:00
EVT-0027788,SHP-004632,PICKED,2024-02-23T15:42:03
EVT-0027789,SHP-004632,PACKED,2024-02-23T21:14:29
EVT-0027790,SHP-004632,SHIPPED,2024-02-24T04:28:43
EVT-0027791,SHP-004632,IN_TRANSIT,2024-02-24T07:06:37
EVT-0027792,SHP-004632,DELIVERED,2024-03-01T04:41:14
EVT-0027793,SHP-004633,ORDERED,2024-01-21T23:29:00
EVT-0027794,SHP-004633,PICKED,2024-01-22T07:10:12
EVT-0027795,SHP-004633,PACKED,2024-01-22T09:11:34
EVT-0027796,SHP-004633,SHIPPED,2024-01-22T12:44:52
EVT-0027797,SHP-004633,IN_TRANSIT,2024-01-22T15:18:32
EVT-0027798,SHP-004633,DELIVERED,2024-01-23T20:59:37
EVT-0027799,SHP-004634,ORDERED,2025-11-22T20:43:00
EVT-0027800,SHP-004634,PICKED,2025-11-23T02:31:10
EVT-0027801,SHP-004634,PACKED,2025-11-23T05:16:10
EVT-0027802,SHP-004634,SHIPPED,2025-11-23T08:01:25
EVT-0027803,SHP-004634,IN_TRANSIT,2025-11-23T10:09:58
EVT-0027804,SHP-004634,DELIVERED,2025-11-25T13:09:24
EVT-0027805,SHP-004635,ORDERED,2025-02-01T23:48:00
EVT-0027806,SHP-004635,PICKED,2025-02-02T03:46:14
EVT-0027807,SHP-004635,PACKED,2025-02-02T10:47:23
EVT-0027808,SHP-004635,SHIPPED,2025-02-02T21:34:03
EVT-0027809,SHP-004635,IN_TRANSIT,2025-02-03T01:21:40
EVT-0027810,SHP-004635,DELIVERED,2025-02-06T09:13:06
EVT-0027811,SHP-004636,ORDERED,2024-10-09T06:25:00
EVT-0027812,SHP-004636,PICKED,2024-10-09T18:05:23
EVT-0027813,SHP-004636,PACKED,2024-10-10T00:22:18
EVT-0027814,SHP-004636,SHIPPED,2024-10-10T07:58:28
EVT-0027815,SHP-004636,IN_TRANSIT,2024-10-10T11:57:25
EVT-0027816,SHP-004636,DELIVERED,2024-10-14T14:29:29
EVT-0027817,SHP-004637,ORDERED,2024-05-25T22:02:00
EVT-0027818,SHP-004637,PICKED,2024-05-26T01:57:29
EVT-0027819,SHP-004637,PACKED,2024-05-26T03:26:06
EVT-0027820,SHP-004637,SHIPPED,2024-05-26T11:09:19
EVT-0027821,SHP-004637,IN_TRANSIT,2024-05-26T14:39:33
EVT-0027822,SHP-004637,DELIVERED,2024-05-31T18:42:32
EVT-0027823,SHP-004638,ORDERED,2025-06-08T05:28:00
EVT-0027824,SHP-004638,PICKED,2025-06-08T11:51:10
EVT-0027825,SHP-004638,PACKED,2025-06-08T15:58:26
EVT-0027826,SHP-004638,SHIPPED,2025-06-08T19:49:24
EVT-0027827,SHP-004638,IN_TRANSIT,2025-06-08T22:04:10
EVT-0027828,SHP-004638,DELIVERED,2025-06-12T11:05:18
EVT-0027829,SHP-004639,ORDERED,2024-05-11T15:54:00
EVT-0027830,SHP-004639,PICKED,2024-05-12T02:52:09
EVT-0027831,SHP-004639,PACKED,2024-05-12T08:51:01
EVT-0027832,SHP-004639,SHIPPED,2024-05-12T15:54:00
EVT-0027833,SHP-004639,IN_TRANSIT,2024-05-12T19:31:54
EVT-0027834,SHP-004639,DELIVERED,2024-05-16T16:46:21
EVT-0027835,SHP-004640,ORDERED,2024-11-10T16:15:00
EVT-0027836,SHP-004640,PICKED,2024-11-11T08:35:55
