order_id,order_ts,warehouse_id,dest_region,product_category,order_value,units
ORD-007508,2024-12-05T00:25:00,WH-NJ,Southeast,Apparel,180.3,1
ORD-007509,2024-10-29T20:20:00,WH-DAL,Southeast,Sports,98.4,4
ORD-007510,2025-07-21T23:11:00,WH-CHI,West,Apparel,23.51,4
ORD-007511,2025-11-24T21:29:00,WH-CHI,West,Grocery,123.81,3
ORD-007512,2024-11-13T15:07:00,WH-DAL,Northeast,Grocery,87.34,3
ORD-007513,2024-08-20T21:58:00,WH-DAL,South,Beauty,83.88,1
ORD-007514,2024-08-06T20:48:00,WH-NJ,Midwest,Sports,50.77,3
ORD-007515,2025-10-24T15:35:00,WH-NJ,Southeast,Grocery,41.21,5
ORD-007516,2024-04-20T01:46:00,WH-NJ,Midwest,Electronics,46.1,3
ORD-007517,2024-05-25T20:28:00,WH-NJ,Midwest,Grocery,30.49,3
ORD-007518,2024-12-25T16:12:00,WH-NJ,West,Grocery,32.6,5
ORD-007519,2025-04-15T21:29:00,WH-ATL,West,Grocery,348.52,2
ORD-007520,2024-08-22T21:24:00,WH-NJ,Midwest,Grocery,47.02,5
ORD-007521,2024-02-20T12:47:00,WH-DAL,South,Sports,99.7,3
ORD-007522,2025-07-21T20:42:00,WH-ATL,Midwest,Grocery,24.44,3
ORD-007523,2025-04-03T04:05:00,WH-CHI,Midwest,Home,37.82,1
ORD-007524,2024-11-10T21:31:00,WH-ATL,South,Sports,141.88,4
ORD-007525,2024-06-10T13:23:00,WH-LAX,Midwest,Beauty,135.92,1
ORD-007526,2024-08-19T06:12:00,WH-CHI,Southeast,Electronics,133.77,5
ORD-007527,2024-02-29T01:05:00,WH-NJ,Midwest,Home,113.83,5
ORD-007528,2024-06-10T18:42:00,WH-LAX,Northeast,Beauty,135.64,3
ORD-007529,2024-04-25T10:52:00,WH-LAX,Northeast,Apparel,64.99,4
ORD-007530,2025-10-28T05:38:00,WH-ATL,West,Grocery,31.47,4
ORD-007531,2024-10-07T04:09:00,WH-ATL,South,Grocery,53.06,5
ORD-007532,2024-02-17T02:56:00,WH-ATL,West,Sports,175.55,3
ORD-007533,2025-12-02T14:45:00,WH-ATL,West,Beauty,26.07,1
ORD-007534,2025-10-21T03:42:00,WH-ATL,South,Sports,62.08,1
ORD-007535,2024-11-26T06:47:00,WH-DAL,West,Electronics,28.32,2
ORD-007536,2025-09-13T08:57:00,WH-DAL,Midwest,Beauty,56.8,3
ORD-007537,2025-01-22T20:21:00,WH-DAL,Southeast,Sports,93.42,4
ORD-007538,2024-01-14T14:15:00,WH-DAL,Northeast,Electronics,118.49,3
ORD-007539,2025-06-10T10:21:00,WH-DAL,Midwest,Electronics,154.47,4
ORD-007540,2024-09-19T01:53:00,WH-CHI,South,Home,149.88,5
ORD-007541,2024-07-30T12:04:00,WH-ATL,South,Sports,85.57,4
ORD-007542,2024-02-29T22:04:00,WH-CHI,Midwest,Electronics,22.05,4
ORD-007543,2025-12-19T02:37:00,WH-CHI,Midwest,Home,95.35,3
ORD-007544,2025-11-22T05:34:00,WH-NJ,Midwest,Electronics,32.28,2
ORD-007545,2025-09-22T07:18:00,WH-ATL,Southeast,Electronics,49.62,4
ORD-007546,2024-11-14T05:46:00,WH-CHI,West,Beauty,101.6,5
ORD-007547,2025-05-30T08:51:00,WH-ATL,Southeast,Electronics,41.79,2
ORD-007548,2025-09-08T19:38:00,WH-ATL,Midwest,Home,57.2,5
ORD-007549,2025-07-17T21:37:00,WH-CHI,South,Apparel,171.37,4
ORD-007550,2024-11-15T22:47:00,WH-DAL,West,Sports,180.53,2
ORD-007551,2025-03-25T03:01:00,WH-ATL,West,Home,34.83,2
ORD-007552,2025-04-03T07:02:00,WH-DAL,South,Electronics,105.89,2
ORD-007553,2024-01-26T09:27:00,WH-NJ,Midwest,Sports,45.13,5
ORD-007554,2025-04-17T13:10:00,WH-ATL,West,Home,32.06,3
ORD-007555,2025-02-05T19:24:00,WH-NJ,Southeast,Home,61.59,5
ORD-007556,2024-03-27T14:41:00,WH-ATL,Midwest,Apparel,227.23,2
ORD-007557,2025-09-03T03:55:00,WH-LAX,West,Grocery,76.73,4
ORD-007558,2024-09-21T13:41:00,WH-NJ,Midwest,Grocery,116.16,2
ORD-007559,2024-09-18T12:37:00,WH-NJ,Southeast,Sports,95.11,3
ORD-007560,2024-03-01T01:51:00,WH-ATL,Northeast,Beauty,147.54,5
ORD-007561,2025-12-16T22:54:00,WH-LAX,Southeast,Home,20.4,2
ORD-007562,2025-07-10T05:39:00,WH-LAX,Midwest,Electronics,16.94,3
ORD-007563,2025-07-04T19:46:00,WH-CHI,Southeast,Apparel,45.66,5
ORD-007564,2025-08-25T20:00:00,WH-LAX,South,Beauty,18.69,5
ORD-007565,2024-08-23T09:09:00,WH-NJ,West,Apparel,39.08,5
ORD-007566,2024-01-27T18:30:00,WH-DAL,Northeast,Grocery,100.37,4
ORD-007567,2025-04-05T10:26:00,WH-LAX,West,Beauty,100.26,1
ORD-007568,2025-06-05T20:34:00,WH-NJ,West,Grocery,21.65,3
ORD-007569,2024-10-09T10:36:00,WH-LAX,Northeast,Apparel,111.43,5
ORD-007570,2024-11-25T09:08:00,WH-ATL,South,Beauty,121.73,2
ORD-007571,2025-02-01T18:03:00,WH-CHI,Southeast,Home,59.37,2
ORD-007572,2024-09-05T15:12:00,WH-NJ,South,Grocery,131.2,4
ORD-007573,2024-02-23T01:47:00,WH-ATL,Midwest,Electronics,51.93,3
ORD-007574,2025-07-27T00:43:00,WH-CHI,West,Grocery,19.76,5
ORD-007575,2024-05-28T06:53:00,WH-CHI,Southeast,Electronics,320.45,5
ORD-007576,2024-11-12T19:41:00,WH-LAX,Southeast,Apparel,26.88,1
ORD-007577,2024-01-04T03:32:00,WH-ATL,Northeast,Beauty,52.43,5
ORD-007578,2025-01-20T22:19:00,WH-DAL,Southeast,Beauty,38.95,4
ORD-007579,2024-07-31T15:50:00,WH-CHI,West,Electronics,89.78,2
ORD-007580,2025-05-21T21:49:00,WH-ATL,Southeast,Grocery,59.28,2
ORD-007581,2024-10-02T14:37:00,WH-ATL,South,Sports,71.5,5
ORD-007582,2024-03-16T05:38:00,WH-LAX,South,Grocery,43.58,4
ORD-007583,2024-04-28T23:32:00,WH-NJ,Southeast,Electronics,28.25,4
ORD-007584,2025-06-16T22:17:00,WH-CHI,West,Apparel,105.95,4
ORD-007585,2024-05-11T04:06:00,WH-DAL,Midwest,Apparel,82.82,3
ORD-007586,2024-07-10T14:58:00,WH-NJ,Northeast,Electronics,219.94,1
ORD-007587,2025-06-06T02:12:00,WH-DAL,Midwest,Electronics,92.04,2
ORD-007588,2025-11-04T22:57:00,WH-LAX,Southeast,Apparel,59.92,2
ORD-007589,2024-08-21T23:59:00,WH-DAL,Northeast,Sports,304.43,1
ORD-007590,2024-05-18T07:45:00,WH-NJ,Southeast,Home,39.08,2
ORD-007591,2025-10-23T07:17:00,WH-DAL,West,Electronics,106.54,2
ORD-007592,2024-07-06T01:54:00,WH-LAX,Northeast,Apparel,56.93,1
ORD-007593,2024-03-04T13:21:00,WH-NJ,West,Beauty,17.38,3
ORD-007594,2024-05-10T08:42:00,WH-LAX,Midwest,Electronics,9.9,4
ORD-007595,2024-02-17T21:35:00,WH-LAX,West,Beauty,20.56,5
ORD-007596,2024-04-21T09:10:00,WH-LAX,Midwest,Grocery,60.88,1
ORD-007597,2024-06-26T10:58:00,WH-CHI,Northeast,Home,17.35,4
ORD-007598,2025-12-12T08:33:00,WH-LAX,South,Sports,77.01,3
ORD-007599,2024-07-07T20:50:00,WH-NJ,Midwest,Beauty,40.68,4
ORD-007600,2024-04-04T18:20:00,WH-NJ,Northeast,Beauty,58.13,5
ORD-007601,2025-02-07T19:35:00,WH-ATL,West,Sports,33.41,1
ORD-007602,2025-11-20T10:11:00,WH-LAX,Northeast,Home,32.22,3
ORD-007603,2025-04-07T07:31:00,WH-LAX,West,Apparel,24.01,1
ORD-007604,2024-12-18T11:58:00,WH-ATL,West,Beauty,71.61,2
ORD-007605,2025-10-15T07:42:00,WH-LAX,South,Home,70.41,1
ORD-007606,2025-02-12T11:54:00,WH-DAL,Northeast,Beauty,66.97,4
ORD-007607,2025-02-24T02:20:00,WH-ATL,West,Apparel,29.71,4
ORD-007608,2025-08-15T14:17:00,WH-CHI,South,Electronics,43.49,2
ORD-007609,2025-11-07T08:41:00,WH-CHI,Midwest,Sports,108.97,1
ORD-007610,2024-06-19T16:28:00,WH-LAX,Midwest,Grocery,38.31,3
ORD-007611,2025-01-27T22:01:00,WH-LAX,Southeast,Electronics,66.44,3
ORD-007612,2025-11-13T00:58:00,WH-ATL,Midwest,Electronics,47.13,1
ORD-007613,2024-05-10T18:49:00,WH-DAL,West,Grocery,69.88,3
ORD-007614,2024-03-18T17:43:00,WH-ATL,Northeast,Apparel,172.9,2
ORD-007615,2025-08-13T05:42:00,WH-ATL,West,Apparel,53.57,5
ORD-007616,2025-10-19T00:56:00,WH-CHI,West,Sports,121.04,4
ORD-007617,2025-07-22T11:54:00,WH-CHI,Midwest,Apparel,11.36,4
ORD-007618,2025-09-14T02:10:00,WH-DAL,South,Electronics,44.99,4
ORD-007619,2024-01-22T00:57:00,WH-DAL,Southeast,Sports,26.9,4
ORD-007620,2025-01-27T14:56:00,WH-DAL,Midwest,Grocery,91.24,4
ORD-007621,2025-03-13T22:14:00,WH-CHI,West,Home,12.64,3
ORD-007622,2025-10-22T07:17:00,WH-DAL,West,Electronics,57.57,2
ORD-007623,2025-02-17T11:38:00,WH-CHI,Midwest,Grocery,23.94,1
ORD-007624,2024-08-27T12:03:00,WH-ATL,West,Apparel,77.5,5
ORD-007625,2025-09-16T10:58:00,WH-NJ,Southeast,Home,43.99,4
ORD-007626,2025-07-21T14:59:00,WH-NJ,Northeast,Sports,99.51,3
ORD-007627,2024-02-20T16:56:00,WH-ATL,Midwest,Grocery,85.81,4
ORD-007628,2024-03-02T19:13:00,WH-CHI,Northeast,Sports,36.43,4
ORD-007629,2024-11-01T08:59:00,WH-NJ,West,Apparel,39.47,2
ORD-007630,2024-08-04T08:48:00,WH-LAX,Southeast,Home,230.64,2
ORD-007631,2024-12-26T15:17:00,WH-CHI,West,Home,59.55,1
ORD-007632,2024-04-10T12:31:00,WH-LAX,Southeast,Apparel,48.85,2
ORD-007633,2025-06-25T10:21:00,WH-NJ,Midwest,Grocery,48.79,3
ORD-007634,2024-06-19T04:45:00,WH-NJ,Midwest,Beauty,34.46,5
ORD-007635,2024-06-11T13:03:00,WH-NJ,West,Grocery,8.64,5
ORD-007636,2025-05-05T00:39:00,WH-DAL,Midwest,Home,47.75,3
ORD-007637,2024-03-19T14:52:00,WH-DAL,Midwest,Electronics,91.9,3
ORD-007638,2025-04-13T16:16:00,WH-NJ,West,Electronics,35.6,1
ORD-007639,2024-12-12T08:17:00,WH-CHI,South,Apparel,9.49,4
ORD-007640,2024-09-25T16:19:00,WH-CHI,Southeast,Grocery,73.09,3
ORD-007641,2025-04-08T07:37:00,WH-NJ,Southeast,Electronics,91.64,2
ORD-007642,2025-06-21T11:36:00,WH-LAX,West,Sports,53.5,2
ORD-007643,2024-07-17T06:38:00,WH-CHI,Northeast,Apparel,42.52,2
ORD-007644,2025-11-30T12:48:00,WH-ATL,West,Grocery,100.65,2
ORD-007645,2024-07-17T05:16:00,WH-CHI,Midwest,Beauty,15.89,4
ORD-007646,2025-03-17T19:28:00,WH-NJ,South,Sports,39.21,3
ORD-007647,2025-07-07T15:51:00,WH-NJ,South,Electronics,27.88,4
ORD-007648,2024-04-28T16:40:00,WH-DAL,West,Sports,13.21,2
ORD-007649,2024-06-16T20:26:00,WH-CHI,West,Home,122.6,2
ORD-007650,2024-09-22T06:02:00,WH-LAX,South,Apparel,28.45,2
ORD-007651,2024-06-02T15:31:00,WH-LAX,South,Beauty,187.86,1
ORD-007652,2024-06-04T08:00:00,WH-DAL,Northeast,Grocery,36.62,2
ORD-007653,2025-04-25T06:50:00,WH-ATL,South,Beauty,198.75,5
ORD-007654,2025-07-28T20:57:00,WH-NJ,Midwest,Apparel,46.37,4
ORD-007655,2024-09-19T06:14:00,WH-ATL,Midwest,Grocery,84.88,5
ORD-007656,2024-10-19T20:33:00,WH-NJ,West,Grocery,77.64,4
ORD-007657,2025-04-04T23:39:00,WH-LAX,Southeast,Beauty,81.37,3
ORD-007658,2025-07-04T14:18:00,WH-CHI,Southeast,Sports,73.7,1
ORD-007659,2024-04-20T14:41:00,WH-CHI,South,Electronics,17.48,3
ORD-007660,2025-10-16T04:37:00,WH-ATL,West,Apparel,30.97,2
ORD-007661,2024-01-28T13:42:00,WH-NJ,South,Grocery,39.99,5
ORD-007662,2025-09-13T15:22:00,WH-ATL,West,Sports,44.92,3
ORD-007663,2025-09-09T23:54:00,WH-LAX,West,Beauty,51.66,1
ORD-007664,2024-10-11T09:16:00,WH-NJ,West,Sports,20.44,2
ORD-007665,2025-07-04T05:32:00,WH-NJ,Northeast,Grocery,33.36,2
ORD-007666,2024-06-01T14:50:00,WH-ATL,Southeast,Sports,143.32,4
ORD-007667,2024-07-08T23:40:00,WH-LAX,Midwest,Electronics,116.46,4
ORD-007668,2024-05-23T10:00:00,WH-LAX,West,Sports,84.07,5
ORD-007669,2024-11-15T22:02:00,WH-CHI,West,Grocery,46.43,3
ORD-007670,2024-01-01T07:52:00,WH-ATL,West,Electronics,87.79,4
ORD-007671,2024-12-28T16:22:00,WH-ATL,Southeast,Apparel,74.56,5
ORD-007672,2025-12-24T12:36:00,WH-NJ,Midwest,Electronics,131.3,4
ORD-007673,2025-01-22T03:44:00,WH-DAL,West,Sports,52.49,2
ORD-007674,2024-01-15T23:59:00,WH-NJ,Southeast,Beauty,143.36,2
ORD-007675,2024-03-22T00:59:00,WH-ATL,West,Electronics,64.02,4
ORD-007676,2024-06-04T06:00:00,WH-ATL,Southeast,Sports,119.96,3
ORD-007677,2025-01-23T01:40:00,WH-ATL,South,Home,17.36,5
ORD-007678,2025-01-05T18:17:00,WH-DAL,Midwest,Beauty,155.95,4
ORD-007679,2025-01-01T07:45:00,WH-ATL,Northeast,Electronics,60.18,2
ORD-007680,2025-07-29T21:41:00,WH-ATL,South,Sports,18.65,4
ORD-007681,2025-11-24T03:31:00,WH-CHI,South,Home,46.12,2
ORD-007682,2025-12-19T12:26:00,WH-ATL,Midwest,Grocery,122.31,2
ORD-007683,2025-02-24T13:17:00,WH-CHI,Southeast,Home,64.81,3
ORD-007684,2024-06-15T02:32:00,WH-LAX,Southeast,Electronics,98.28,4
ORD-007685,2025-11-22T01:45:00,WH-CHI,South,Home,118.67,5
ORD-007686,2025-12-12T09:16:00,WH-NJ,Northeast,Sports,40.17,4
ORD-007687,2025-10-08T13:05:00,WH-LAX,Southeast,Beauty,102.78,3
ORD-007688,2024-01-10T17:14:00,WH-ATL,Midwest,Apparel,50.87,3
ORD-007689,2024-02-20T13:40:00,WH-DAL,Northeast,Grocery,162.33,3
ORD-007690,2024-08-13T06:31:00,WH-NJ,South,Home,83.72,4
ORD-007691,2025-01-06T07:06:00,WH-DAL,South,Beauty,39.56,3
ORD-007692,2025-09-05T08:50:00,WH-ATL,West,Apparel,167.1,3
ORD-007693,2024-03-08T16:25:00,WH-DAL,Southeast,Apparel,72.81,5
ORD-007694,2024-01-29T10:15:00,WH-ATL,Southeast,Sports,102.58,3
ORD-007695,2025-03-31T10:32:00,WH-NJ,Midwest,Grocery,34.02,2
ORD-007696,2025-07-24T02:02:00,WH-DAL,Southeast,Home,73.94,5
ORD-007697,2024-02-20T08:20:00,WH-ATL,Midwest,Beauty,113.31,1
ORD-007698,2024-01-14T12:20:00,WH-ATL,Midwest,Electronics,52.51,5
ORD-007699,2024-08-31T07:34:00,WH-ATL,Midwest,Grocery,42.79,3
ORD-007700,2025-10-03T02:32:00,WH-ATL,Midwest,Electronics,252.51,1
ORD-007701,2024-11-18T15:34:00,WH-NJ,West,Beauty,20.45,1
ORD-007702,2024-02-18T10:57:00,WH-NJ,Southeast,Grocery,85.71,2
ORD-007703,2025-10-31T10:30:00,WH-LAX,West,Electronics,96.07,5
ORD-007704,2025-07-09T22:14:00,WH-CHI,South,Grocery,42.2,5
ORD-007705,2025-09-24T06:41:00,WH-CHI,South,Beauty,47.61,1
ORD-007706,2025-12-08T08:07:00,WH-NJ,West,Beauty,40.1,4
ORD-007707,2025-11-26T21:12:00,WH-DAL,Northeast,Sports,58.91,5
ORD-007708,2025-12-12T10:55:00,WH-DAL,Southeast,Sports,50.7,4
ORD-007709,2025-11-08T19:40:00,WH-NJ,Southeast,Electronics,105.78,1
ORD-007710,2024-11-20T21:01:00,WH-DAL,South,Sports,119.0,4
ORD-007711,2025-05-22T20:50:00,WH-LAX,South,Beauty,60.9,2
ORD-007712,2024-01-21T09:40:00,WH-DAL,Southeast,Sports,70.01,4
ORD-007713,2025-12-03T22:11:00,WH-CHI,Midwest,Apparel,40.73,1
ORD-007714,2024-10-31T14:43:00,WH-LAX,South,Beauty,48.8,3
ORD-007715,2024-09-03T15:11:00,WH-NJ,Northeast,Apparel,32.7,1
ORD-007716,2024-02-04T14:17:00,WH-LAX,South,Home,70.83,1
ORD-007717,2024-01-15T08:28:00,WH-LAX,West,Sports,53.54,5
ORD-007718,2024-12-06T16:00:00,WH-DAL,Midwest,Grocery,68.45,5
ORD-007719,2024-05-21T21:24:00,WH-DAL,Midwest,Grocery,96.21,5
ORD-007720,2024-03-11T16:17:00,WH-NJ,Southeast,Beauty,63.65,3
ORD-007721,2025-02-06T01:05:00,WH-CHI,Northeast,Electronics,92.65,2
ORD-007722,2024-11-30T21:45:00,WH-DAL,South,Electronics,54.53,4
ORD-007723,2024-05-14T23:55:00,WH-NJ,West,Electronics,30.68,3
ORD-007724,2024-06-17T22:34:00,WH-CHI,Southeast,Beauty,41.79,4
ORD-007725,2024-01-09T22:44:00,WH-ATL,South,Grocery,50.29,3
ORD-007726,2024-08-22T18:27:00,WH-DAL,South,Grocery,70.64,1
ORD-007727,2025-10-10T21:17:00,WH-ATL,Northeast,Grocery,87.94,5
ORD-007728,2025-07-27T02:22:00,WH-NJ,West,Home,90.91,4
ORD-007729,2024-06-30T15:08:00,WH-ATL,Midwest,Grocery,108.44,1
ORD-007730,2025-03-17T00:36:00,WH-LAX,Midwest,Grocery,63.91,3
ORD-007731,2024-05-04T10:00:00,WH-ATL,South,Grocery,71.94,3
ORD-007732,2024-02-12T05:10:00,WH-DAL,West,Sports,24.85,1
ORD-007733,2024-04-08T06:00:00,WH-NJ,Midwest,Beauty,95.39,1
ORD-007734,2025-05-30T12:51:00,WH-LAX,Midwest,Electronics,56.68,4
ORD-007735,2025-02-26T08:11:00,WH-NJ,West,Beauty,67.91,5
ORD-007736,2025-06-23T10:41:00,WH-DAL,South,Apparel,25.7,1
ORD-007737,2025-05-03T10:15:00,WH-ATL,Midwest,Grocery,101.7,5
ORD-007738,2025-11-06T02:27:00,WH-DAL,West,Grocery,46.73,4
ORD-007739,2025-08-31T20:47:00,WH-ATL,Northeast,Grocery,31.23,2
ORD-007740,2025-03-14T03:10:00,WH-ATL,Midwest,Electronics,28.9,5
ORD-007741,2024-01-07T11:36:00,WH-LAX,West,Electronics,78.19,5
ORD-007742,2025-11-05T03:35:00,WH-DAL,Northeast,Grocery,187.39,1
ORD-007743,2024-12-05T13:50:00,WH-NJ,South,Home,12.18,3
ORD-007744,2025-09-07T07:27:00,WH-ATL,Northeast,Electronics,29.76,4
ORD-007745,2025-08-05T12:20:00,WH-LAX,West,Apparel,67.09,3
ORD-007746,2024-09-30T04:25:00,WH-ATL,Southeast,Grocery,45.61,1
ORD-007747,2024-10-09T11:42:00,WH-CHI,South,Grocery,38.38,2
ORD-007748,2025-05-16T04:36:00,WH-NJ,Northeast,Apparel,65.24,3
ORD-007749,2025-06-23T22:11:00,WH-ATL,Southeast,Home,28.48,5
ORD-007750,2025-07-31T07:56:00,WH-DAL,South,Electronics,95.71,1
ORD-007751,2024-06-27T01:11:00,WH-ATL,Southeast,Beauty,21.9,3
ORD-007752,2024-12-29T00:34:00,WH-DAL,Southeast,Sports,46.75,5
ORD-007753,2024-02-15T17:58:00,WH-DAL,Southeast,Beauty,35.4,1
ORD-007754,2025-07-31T20:10:00,WH-NJ,Midwest,Home,59.87,2
ORD-007755,2025-07-12T00:39:00,WH-CHI,Midwest,Apparel,97.89,4
ORD-007756,2024-10-10T09:25:00,WH-LAX,Midwest,Sports,54.93,2
ORD-007757,2024-09-23T00:53:00,WH-DAL,West,Electronics,39.89,3
ORD-007758,2025-01-03T23:33:00,WH-NJ,West,Sports,21.92,3
ORD-007759,2025-07-10T02:32:00,WH-DAL,Midwest,Apparel,38.48,3
ORD-007760,2024-07-12T04:11:00,WH-DAL,Midwest,Sports,109.08,1
ORD-007761,2024-12-07T11:33:00,WH-NJ,West,Electronics,53.32,1
ORD-007762,2025-12-14T14:39:00,WH-ATL,West,Home,68.64,2
ORD-007763,2025-08-15T13:13:00,WH-DAL,Southeast,Home,16.22,5
ORD-007764,2025-03-23T19:22:00,WH-LAX,Northeast,Beauty,155.31,3
ORD-007765,2025-07-26T11:04:00,WH-CHI,Midwest,Beauty,69.32,1
ORD-007766,2025-05-24T16:43:00,WH-CHI,Southeast,Beauty,138.49,2
ORD-007767,2025-01-05T17:06:00,WH-NJ,Midwest,Grocery,157.91,3
ORD-007768,2024-07-03T22:11:00,WH-LAX,Midwest,Home,141.12,5
ORD-007769,2024-10-14T07:23:00,WH-CHI,West,Apparel,45.1,5
ORD-007770,2025-10-05T07:39:00,WH-DAL,Midwest,Sports,91.68,4
ORD-007771,2024-04-19T05:47:00,WH-NJ,Southeast,Apparel,38.14,4
ORD-007772,2024-04-14T16:24:00,WH-LAX,South,Apparel,50.85,4
ORD-007773,2025-01-08T07:04:00,WH-CHI,South,Home,22.56,1
ORD-007774,2025-12-10T13:45:00,WH-ATL,West,Apparel,11.48,3
ORD-007775,2024-09-14T11:21:00,WH-NJ,West,Sports,68.34,2
ORD-007776,2025-01-19T19:16:00,WH-LAX,Northeast,Grocery,69.3,5
ORD-007777,2025-07-24T10:29:00,WH-LAX,Northeast,Grocery,141.27,2
ORD-007778,2025-11-15T02:52:00,WH-CHI,West,Grocery,61.98,2
ORD-007779,2025-09-20T22:19:00,WH-CHI,South,Apparel,36.71,1
ORD-007780,2025-12-14T23:40:00,WH-LAX,Southeast,Electronics,30.35,3
ORD-007781,2024-03-14T21:34:00,WH-NJ,Southeast,Electronics,175.35,3
ORD-007782,2024-12-01T07:29:00,WH-DAL,West,Home,38.69,1
ORD-007783,2024-10-08T01:02:00,WH-DAL,Midwest,Home,76.52,2
ORD-007784,2024-09-04T00:12:00,WH-LAX,West,Beauty,39.46,1
ORD-007785,2025-08-05T20:37:00,WH-ATL,South,Electronics,12.59,2
ORD-007786,2025-01-20T00:06:00,WH-LAX,West,Sports,187.42,5
ORD-007787,2024-01-13T11:36:00,WH-NJ,West,Electronics,51.58,3
ORD-007788,2024-08-08T04:42:00,WH-CHI,West,Electronics,97.69,3
ORD-007789,2025-12-13T22:38:00,WH-NJ,West,Electronics,103.52,4
ORD-007790,2024-07-19T20:37:00,WH-NJ,Northeast,Electronics,77.44,4
ORD-007791,2025-06-09T14:45:00,WH-NJ,Midwest,Grocery,172.35,4
ORD-007792,2025-01-29T20:36:00,WH-CHI,Southeast,Apparel,38.81,1
ORD-007793,2024-09-16T16:32:00,WH-NJ,South,Home,42.59,2
ORD-007794,2025-06-22T09:18:00,WH-LAX,Midwest,Grocery,102.3,1
ORD-007795,2025-03-24T08:18:00,WH-NJ,South,Beauty,22.36,3
ORD-007796,2025-01-09T01:54:00,WH-DAL,Midwest,Sports,71.42,3
ORD-007797,2024-10-05T20:10:00,WH-NJ,West,Sports,51.47,5
ORD-007798,2024-06-15T17:03:00,WH-CHI,West,Grocery,36.45,5
ORD-007799,2024-05-13T14:31:00,WH-CHI,Southeast,Grocery,96.54,4
ORD-007800,2025-10-05T06:11:00,WH-NJ,South,Home,72.04,5
ORD-007801,2024-04-25T17:10:00,WH-LAX,Southeast,Apparel,45.96,1
ORD-007802,2025-05-18T06:39:00,WH-LAX,West,Grocery,39.71,3
ORD-007803,2024-12-23T23:35:00,WH-CHI,Southeast,Grocery,19.34,1
ORD-007804,2025-08-17T21:45:00,WH-CHI,West,Grocery,79.17,1
ORD-007805,2024-01-31T04:25:00,WH-LAX,Southeast,Beauty,138.34,2
ORD-007806,2024-12-24T00:08:00,WH-ATL,Southeast,Apparel,192.43,4
ORD-007807,2024-05-09T04:39:00,WH-LAX,West,Sports,27.36,3
ORD-007808,2025-04-26T20:12:00,WH-ATL,Northeast,Electronics,30.52,4
ORD-007809,2024-08-27T14:41:00,WH-NJ,South,Apparel,41.79,3
ORD-007810,2024-08-30T23:11:00,WH-CHI,Midwest,Home,97.35,1
ORD-007811,2025-08-07T17:05:00,WH-ATL,Midwest,Beauty,10.42,3
ORD-007812,2025-04-11T05:03:00,WH-CHI,Northeast,Grocery,134.93,1
ORD-007813,2024-01-04T10:23:00,WH-DAL,Northeast,Sports,43.99,3
ORD-007814,2024-12-22T18:46:00,WH-CHI,Midwest,Sports,93.49,1
ORD-007815,2024-04-25T12:44:00,WH-CHI,West,Grocery,19.69,5
ORD-007816,2025-08-30T11:39:00,WH-LAX,South,Home,107.81,5
ORD-007817,2024-05-30T20:34:00,WH-NJ,Southeast,Grocery,117.72,5
ORD-007818,2025-06-26T08:36:00,WH-ATL,Midwest,Grocery,30.23,1
ORD-007819,2025-09-06T21:46:00,WH-ATL,Midwest,Grocery,31.16,2
ORD-007820,2024-01-29T03:06:00,WH-ATL,West,Electronics,77.57,1
ORD-007821,2025-04-19T14:14:00,WH-NJ,West,Electronics,53.43,5
ORD-007822,2024-06-13T20:54:00,WH-DAL,South,Electronics,42.96,2
ORD-007823,2025-11-16T09:23:00,WH-LAX,Southeast,Home,65.09,4
ORD-007824,2024-07-05T04:08:00,WH-NJ,Northeast,Sports,130.29,3
ORD-007825,2024-02-25T13:40:00,WH-LAX,Northeast,Home,36.87,3
ORD-007826,2024-08-15T09:39:00,WH-CHI,Midwest,Sports,51.88,2
ORD-007827,2025-05-15T11:22:00,WH-ATL,West,Home,53.66,4
ORD-007828,2025-03-22T17:20:00,WH-NJ,Southeast,Sports,117.67,5
ORD-007829,2025-10-15T16:05:00,WH-NJ,Southeast,Grocery,108.78,2
ORD-007830,2024-03-24T04:42:00,WH-LAX,Northeast,Apparel,32.25,4
ORD-007831,2024-02-11T17:56:00,WH-NJ,Midwest,Home,123.24,4
ORD-007832,2024-10-10T16:07:00,WH-DAL,South,Apparel,139.21,4
ORD-007833,2024-10-01T12:25:00,WH-LAX,Northeast,Beauty,33.43,1
ORD-007834,2025-07-08T18:12:00,WH-CHI,Northeast,Sports,72.36,4
ORD-007835,2025-09-05T03:24:00,WH-CHI,Midwest,Grocery,32.05,4
ORD-007836,2025-11-11T15:33:00,WH-NJ,Southeast,Sports,50.5,5
ORD-007837,2024-08-29T08:40:00,WH-LAX,Northeast,Sports,68.92,4
ORD-007838,2025-07-11T18:00:00,WH-LAX,South,Home,70.63,4
ORD-007839,2024-03-19T23:22:00,WH-ATL,Southeast,Apparel,11.14,5
ORD-007840,2025-12-15T04:29:00,WH-LAX,South,Sports,76.44,1
ORD-007841,2024-11-23T07:28:00,WH-ATL,Midwest,Electronics,67.01,2
ORD-007842,2024-04-22T17:58:00,WH-NJ,West,Home,38.57,5
ORD-007843,2025-06-04T13:45:00,WH-NJ,Southeast,Sports,36.18,2
ORD-007844,2025-10-12T04:09:00,WH-ATL,South,Home,104.63,4
ORD-007845,2024-08-03T16:42:00,WH-ATL,South,Sports,87.38,5
